Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
1504/000215;Reclassificação;;
1504/000216;Reclassificação;;
1504/000217;Reclassificação;;
1504/000218;SSO - Perda de contenção significante de gás inflamável;;
1504/000219;SSO - Abalroamento significante;;
1504/000219;SSO - Parada emergencial de nível menor;;
1504/000220;Reclassificação;;
1504/000221;Quase acidente de alto potencial;LEVE;Quase acidente
1504/000222;Reclassificação;;
1504/000223;SSO - Parada emergencial de nível menor;;
1504/000224;SSO - Parada emergencial de nível menor;;
1504/000225;Reclassificação;;
1504/000226;Reclassificação;;
1504/000227;SSO - Quase acidente de alto potencial;;
1504/000228;SSO - Parada emergencial de nível menor;;
1504/000230;SSO - Constatação de mancha de origem indeterminada;;
1504/000231;Quase acidente de alto potencial;LEVE;Quase acidente
1504/000232;Reclassificação;;
1505/000001;Queda de objetos;LEVE;Quase acidente
1505/000002;SSO - Descarga menor de óleo;;
1505/000003;Reclassificação;;
1505/000004;Reclassificação;;
1505/000005;SSO - Falha no Blowout Preventer (BOP);;
1505/000005;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1505/000006;SSO - Descarga menor de óleo;;
1505/000007;SSO - Descarga menor de óleo;;
1505/000008;SSO - Descarga menor de óleo;;
1505/000009;SSO - Quase acidente de alto potencial;;
1505/000010;Reclassificação;;
1505/000010;SSO - Parada emergencial de nível menor;;
1505/000011;SSO - Parada emergencial de nível menor;;
1505/000012;Reclassificação;;
1505/000013;SSO - Queda de objetos;;
1505/000014;Reclassificação;;
1505/000015;SSO - Parada emergencial de nível menor;;
1505/000016;SSO - Quase acidente de alto potencial;;
1505/000017;Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;LEVE;Quase acidente
1505/000018;SSO - Queda de objetos;;
1505/000019;Reclassificação;;
1505/000020;SSO - Reclassificação;;
1505/000021;SSO - Parada emergencial de nível menor;;
1505/000022;SSO - Princípio de incêndio;;
1505/000023;SSO - Parada emergencial de nível menor;;
1505/000024;SSO - Parada emergencial de nível menor;;
1505/000025;Reclassificação;;
1505/000026;SSO - Queda de objetos;;
1505/000027;Reclassificação;;
1505/000028;SSO - Falha no Blowout Preventer (BOP);;
1505/000029;Reclassificação;;
1505/000030;Reclassificação;;
1505/000031;Reclassificação;;
1505/000033;SSO - Parada emergencial de nível menor;;
1505/000034;SSO - Parada emergencial de nível menor;;
1505/000035;SSO - Quase acidente de alto potencial;;
1505/000035;SSO - Queda de objetos;;
1505/000036;SSO - Descarga menor de óleo;;
1505/000037;SSO - Reclassificação;;
1505/000038;Reclassificação;;
1505/000039;Falha na demanda total ou parcial de sistema crítico de segurança operacional;MODERADO;Quase acidente
1505/000039;Reclassificação;;
1505/000040;SSO - Quase acidente de alto potencial;;
1505/000041;SSO - Parada emergencial de nível menor;;
1505/000042;SSO - Quase acidente de alto potencial;;
1505/000043;SSO - Descarga significante de óleo;;
1505/000044;SSO - Quase acidente de alto potencial;;
1505/000045;Reclassificação;;
1505/000046;SSO - Queda de objetos;;
1505/000047;Falha na demanda total ou parcial de sistema crítico de segurança operacional;MODERADO;Quase acidente
1505/000047;Reclassificação;;
1505/000048;SSO - Parada emergencial de nível menor;;
1505/000049;SSO - Parada emergencial de nível menor;;
1505/000050;Reclassificação;;
1505/000051;SSO - Ferimento grave;;
1505/000052;SSO - Quase acidente de alto potencial;;
1505/000053;SSO - Parada emergencial de nível menor;;
1505/000054;SSO - Ferimento grave;;
1505/000055;SSO - Parada emergencial de nível menor;;
1505/000056;SSO - Falha no Blowout Preventer (BOP);;
1505/000057;Reclassificação;;
1505/000058;SSO - Quase acidente de alto potencial;;
1505/000059;SSO - Queda de objetos;;
1505/000060;SSO - Parada emergencial de nível menor;;
1505/000061;Reclassificação;;
1505/000062;Reclassificação;;
1505/000063;SSO - Falha no Blowout Preventer (BOP);;
1505/000064;SSO - Parada emergencial de nível menor;;
1505/000065;SSO - Parada emergencial de nível menor;;
1505/000066;SSO - Parada emergencial de nível menor;;
1505/000067;SSO - Perda de contenção significante de gás inflamável;;
1505/000068;SSO - Perda de contenção significante de gás inflamável;;
1505/000069;SSO - Princípio de incêndio;;
1505/000070;SSO - Falha no Blowout Preventer (BOP);;
1505/000070;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1505/000071;Falha na demanda total ou parcial de sistema crítico de segurança operacional;MODERADO;Quase acidente
1505/000071;Perda de contenção significante de gás inflamável;LEVE;Acidente
1505/000072;SSO - Queda de objetos;;
1505/000073;SSO - Parada emergencial de nível menor;;
1505/000074;SSO - Ferimento grave;;
1505/000075;SSO - Perda de contenção primária significante de material com alto potencial de dano;;
1505/000076;Reclassificação;;
1505/000077;SSO - Descarga menor de óleo;;
1505/000078;Reclassificação;;
1505/000079;Reclassificação;;
1505/000080;Reclassificação;;
1505/000080;SSO - Parada emergencial de nível menor;;
1505/000081;SSO - Ferimento grave;;
1505/000082;SSO - Queda de objetos;;
1505/000083;SSO - Parada emergencial de nível menor;;
1505/000083;SSO - Perda de contenção maior de gás inflamável;;
1505/000084;Reclassificação;;
1505/000085;SSO - Quase acidente de alto potencial;;
1505/000086;Reclassificação;;
1505/000087;Reclassificação;;
1505/000088;Reclassificação;;
1505/000089;Reclassificação;;
1505/000090;SSO - Perda de contenção significante de gás inflamável;;
1505/000091;Descarga significante de fluido de perfuração, completação ou intervenção em poços;LEVE;Acidente
1505/000092;SSO - Parada emergencial de nível menor;;
1505/000093;Reclassificação;;
1505/000094;Quase acidente de alto potencial;LEVE;Quase acidente
1505/000095;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
1505/000096;Reclassificação;;
1505/000097;Descarga menor de fluido de perfuração, completação ou intervenção em poços;LEVE;Acidente
1505/000098;Reclassificação;;
1505/000099;SSO - Perda de contenção significante de gás inflamável;;
1505/000100;Reclassificação;;
1505/000101;SSO - Perda de contenção primária maior de água oleosa;;
1505/000102;Reclassificação;;
1505/000103;SSO - Queda de objetos;;
1505/000104;SSO - Quase acidente de alto potencial;;
1505/000105;SSO - Descarga menor de óleo;;
1505/000106;Reclassificação;;
1505/000107;SSO - Parada emergencial de nível menor;;
1505/000108;SSO - Falha do sistema de ancoragem;;
1505/000109;Reclassificação;;
1505/000109;SSO - Parada emergencial de nível menor;;
1505/000110;SSO - Perda de contenção significante de gás inflamável;;
1505/000111;Reclassificação;;
1505/000112;SSO - Ferimento grave;;
1505/000113;SSO - Queda de objetos;;
1505/000114;Princípio de incêndio;LEVE;Acidente
1505/000115;SSO - Descarga menor de óleo;;
1505/000116;Reclassificação;;
1505/000117;SSO - Ferimento grave;;
1505/000118;SSO - Constatação de mancha de origem indeterminada;;
1505/000119;SSO - Perda de contenção de H2S;;
1505/000120;SSO - Quase acidente de alto potencial;;
1505/000121;SSO - Parada emergencial de nível menor;;
1505/000122;SSO - Descarga menor de óleo;;
1505/000123;SSO - Queda de objetos;;
1505/000124;SSO - Parada emergencial de nível menor;;
1505/000125;Reclassificação;;
1505/000125;SSO - Parada emergencial de nível menor;;
1505/000126;SSO - Descarga menor de óleo;;
1505/000127;SSO - Descarga menor de óleo;;
1505/000128;SSO - Perda de contenção significante de gás inflamável;;
1505/000129;SSO - Reclassificação;;
1505/000130;SSO - Parada emergencial de nível menor;;
1505/000131;SSO - Descarga menor de material com alto potencial de dano;;
1505/000132;Reclassificação;;
1505/000133;SSO - Quase acidente de alto potencial;;
1505/000134;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1505/000135;SSO - Quase acidente de alto potencial;;
1505/000136;SSO - Descarga menor de óleo;;
1505/000137;SSO - Parada emergencial de nível menor;;
1505/000138;SSO - Descarga menor de óleo;;
1505/000140;SSO - Princípio de incêndio;;
1505/000141;SSO - Parada emergencial de nível menor;;
1505/000142;SSO - Falha no Blowout Preventer (BOP);;
1505/000142;SSO - Descarga significante de óleo;;
1505/000143;Queda de objetos;LEVE;Quase acidente
1505/000144;Reclassificação;;
1505/000144;SSO - Parada emergencial de nível menor;;
1505/000144;SSO - Princípio de incêndio;;
1505/000145;Descarga menor de óleo;LEVE;Acidente
1505/000146;SSO - Descarga menor de óleo;;
1505/000147;Reclassificação;;
1505/000148;Reclassificação;;
1505/000149;SSO - Parada emergencial de nível menor;;
1505/000150;SSO - Descarga menor de óleo;;
1505/000151;SSO - Princípio de incêndio;;
1505/000152;Reclassificação;;
1505/000152;SSO - Parada emergencial de nível menor;;
1505/000153;SSO - Parada emergencial de nível menor;;
1505/000154;Reclassificação;;
1505/000156;SSO - Perda de contenção primária significante de material com alto potencial de dano;;
1505/000157;Descarga menor de óleo;LEVE;Acidente
1505/000158;SSO - Princípio de incêndio;;
1505/000159;SSO - Falha na demanda total ou parcial de sistema crítico de segurança operacional;;
1505/000160;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1505/000160;SSO - Quase acidente de alto potencial;;
1505/000161;SSO - Parada emergencial de nível menor;;
1505/000162;Perda de posicionamento;MODERADO;Quase acidente
1505/000162;Quase acidente de alto potencial;LEVE;Quase acidente
1505/000163;SSO - Parada emergencial de nível menor;;
1505/000164;SSO - Princípio de incêndio;;
1505/000165;SSO - Parada emergencial de nível menor;;
1505/000166;Quase acidente de alto potencial;LEVE;Quase acidente
1505/000167;SSO - Falha no Blowout Preventer (BOP);;
1505/000168;Reclassificação;;
1505/000170;SSO - Quase acidente de alto potencial;;
1505/000171;Quase acidente de alto potencial;LEVE;Quase acidente
1505/000172;SSO - Constatação de mancha de origem indeterminada;;
1505/000173;SSO - Parada emergencial de nível menor;;
1505/000174;SSO - Parada emergencial de nível menor;;
1505/000175;Reclassificação;;
1505/000176;SSO - Quase acidente de alto potencial;;
1505/000177;SSO - Parada emergencial de nível menor;;
1505/000178;Quase acidente de alto potencial;LEVE;Quase acidente
1505/000179;SSO - Princípio de incêndio;;
1505/000180;Reclassificação;;
1505/000181;SSO - Parada emergencial de nível menor;;
1505/000183;Reclassificação;;
1505/000184;SSO - Princípio de incêndio;;
1505/000185;SSO - Quase acidente de alto potencial;;
1505/000185;SSO - Perda de contenção primária significante de óleo;;
1505/000186;Descarga menor de óleo;LEVE;Acidente
1505/000187;Reclassificação;;
1505/000188;SSO - Parada emergencial de nível menor;;
1505/000189;Descarga significante de óleo;MODERADO;Acidente
1505/000190;Reclassificação;;
1505/000191;Reclassificação;;
1505/000192;SSO - Descarga menor de óleo;;
1505/000193;Reclassificação;;
1505/000194;SSO - Perda de contenção primária significante de óleo;;
1505/000195;SSO - Falha no Blowout Preventer (BOP);;
1505/000196;SSO - Parada emergencial de nível menor;;
1505/000197;Reclassificação;;
1505/000198;SSO - Parada emergencial de nível menor;;
1505/000199;Reclassificação;;
1505/000200;SSO - Parada emergencial de nível menor;;
1505/000201;SSO - Parada emergencial de nível menor;;
1505/000202;SSO - Parada emergencial de nível menor;;
1505/000203;Reclassificação;;
1505/000204;SSO - Perda de contenção significante de gás inflamável;;
1505/000205;SSO - Princípio de incêndio;;
1505/000206;Reclassificação;;
1505/000207;Reclassificação;;
1505/000208;Reclassificação;;
1505/000209;SSO - Parada emergencial de nível menor;;
1505/000210;Reclassificação;;
1505/000211;Reclassificação;;
1505/000212;SSO - Parada emergencial de nível menor;;
1505/000213;SSO - Descarga menor de óleo;;
1506/000002;Reclassificação;;
1506/000003;Reclassificação;;
1506/000004;SSO - Descarga menor de óleo;;
1506/000005;SSO - Descarga significante de óleo;;
1506/000006;SSO - Parada emergencial de nível menor;;
1506/000007;SSO - Princípio de incêndio;;
1506/000008;Reclassificação;;
1506/000009;SSO - Princípio de incêndio;;
1506/000010;SSO - Parada emergencial de nível menor;;
1506/000011;SSO - Princípio de incêndio;;
1506/000012;SSO - Parada emergencial de nível menor;;
1506/000013;Reclassificação;;
1506/000013;SSO - Parada emergencial de nível menor;;
1506/000014;SSO - Parada emergencial de nível menor;;
1506/000015;Reclassificação;;
1506/000016;SSO - Queda de objetos;;
1506/000017;Reclassificação;;
1506/000018;Reclassificação;;
1506/000018;SSO - Parada emergencial de nível menor;;
1506/000020;SSO - Quase acidente de alto potencial;;
1506/000021;Princípio de incêndio;LEVE;Acidente
1506/000022;SSO - Parada emergencial de nível menor;;
1506/000023;SSO - Queda de objetos;;
1506/000024;SSO - Ferimento grave;;
1506/000025;SSO - Descarga menor de fluido de perfuração, completação ou intervenção em poços;;
1506/000026;SSO - Parada emergencial de nível menor;;
1506/000027;Reclassificação;;
1506/000028;SSO - Quase acidente de alto potencial;;
1506/000029;SSO - Parada emergencial de nível menor;;
1506/000030;Reclassificação;;
1506/000031;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
1506/000031;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1506/000032;Reclassificação;;
1506/000033;SSO - Parada emergencial de nível menor;;
1506/000034;SSO - Parada emergencial de nível menor;;
1506/000035;SSO - Parada emergencial de nível menor;;
1506/000036;SSO - Parada emergencial de nível menor;;
1506/000037;SSO - Perda de contenção significante de gás inflamável;;
1506/000038;SSO - Quase acidente de alto potencial;;
1506/000039;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1506/000040;Reclassificação;;
1506/000041;SSO - Parada emergencial de nível menor;;
1506/000042;Reclassificação;;
1506/000042;SSO - Parada emergencial de nível menor;;
1506/000043;SSO - Parada emergencial de nível menor;;
1506/000044;SSO - Parada emergencial de nível menor;;
1506/000045;SSO - Parada emergencial de nível menor;;
1506/000046;Reclassificação;;
1506/000047;SSO - Queda de objetos;;
1506/000048;Reclassificação;;
1506/000049;Reclassificação;;
1506/000050;Reclassificação;;
1506/000051;SSO - Quase acidente de alto potencial;;
1506/000052;SSO - Parada emergencial de nível menor;;
1506/000053;SSO - Perda de contenção primária maior de fluido de perfuração, completação ou intervenção em poços;;
